"","EDCS-ID","province","place","start_yr","end_yr_1","inscr_type1","inscr_type2","inscr_type3","...4","inscription","clean_text_interpretive_word","language","Latitude","Longitude","Material"
"2917","EDCS-24800734","Syria","Qasr al Uwaynid / Qasr el Uweinid",201,201,"tituli operum",NA,NA,NA,"Castellum et s(uum) / praesidium Seve/rianorum vexillatio / leg(ionis) III Cyren(a)ic(ae) baln(eum) / Mucia[no] et Fab[ian]o [co(n)]s(ulibus) ex(s)truxit","Castellum et suum praesidium Severianorum vexillatio legionis III Cyrenaicae balneum Muciano et Fabiano consulibus exstruxit",NA,31.766667,36.683333,NA
"2918","EDCS-15800424","Syria","Qasr al-Hayr al-Gharbi / Qasr el Heir el Gharbi",NA,NA,"termini",NA,NA,NA,"Fin[es] / inter / Hadriano[s] / Palmyrenos / et / [E]mesenos","Fines inter Hadrianos Palmyrenos et Emesenos",NA,34.3787252,37.6077659,"lapis"
"2919","EDCS-64000140","Syria","Qiratah / Qirata",197,211,"tituli operum",NA,NA,NA,"[Imp(eratores) Ca]sares L(ucius) Septimi[us Severus Pertinax] / [Aug(ustus) A]rab(icus) Adiab(enicus) Part[h(icus) 3 et M(arcus)] / [Aureliu]s Antoninus Aug(ustus) [et P(ublius) Septimius Geta] / [Caesar] et Iulia Aug(usta) m(ater) (astrorum) [3] / f(ecerunt) per Cl(audium) Eud(a)emon[em","Imperatores Casares Lucius Septimius Severus Pertinax Augustus Arabicus Adiabenicus Parthicus et Marcus Aurelius Antoninus Augustus et Publius Septimius Geta Caesar et Iulia Augusta mater astrorum fecerunt per Claudium Eudaemonem",NA,32.9487832,36.2677627,NA
"2920","EDCS-17800672","Syria","Qlaa el Borj",117,138,"termini",NA,NA,NA,"Imp(eratoris) Had(riani) Aug(usti)","Imperatoris Hadriani Augusti",NA,34.190556,35.923611,"lapis"
"2921","EDCS-17800563","Syria","Qornet em Maimaha",117,138,"termini",NA,NA,NA,"D(e)f(initio) s(ilvarum) / Imp(eratoris) Had(riani) Aug(usti)","Definitio silvarum Imperatoris Hadriani Augusti",NA,NA,NA,"lapis"
"2922","EDCS-17800564","Syria","Qornet em Maimaha",117,138,"termini",NA,NA,NA,"Imp(eratoris) Had(riani) Aug(usti) / d(e)f(initio) s(ilvarum)","Imperatoris Hadriani Augusti definitio silvarum",NA,NA,NA,"lapis"
"2923","EDCS-17800562","Syria","Qornet en Nomr",117,138,"termini",NA,NA,NA,"Imp(eratoris) Had(riani) Aug(usti) d(e)f(initio) s(ilvarum) / a(rborum) g(enera) IV c(etera) p(rivata)","Imperatoris Hadriani Augusti definitio silvarum arborum genera IV cetera privata",NA,34.095,35.8247222,"lapis"
"2924","EDCS-16201108","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli honorarii","tituli sacri",NA,NA,"[Imp(eratori) Caes(ari) M(arco) Aurel]io Severo [[[Alexandro]]] / [Pio Felici Aug]usto divi Severi Pii / [nep(oti) divi Antonini] Magni filio ponti/[fici max(imo) trib(uniciae) potes]tatis VIIII [co(n)s(uli) III] p(atri) p(atriae) / [[[et Iuliae Avitae Mameae Augustae]]] / [matri Aug(usti) n(ostri) et c]astrorum sena/[tus patriaeq(ue) mili]tes coh(ortis) XX Palmy/[renorum sagittar(iorum) [[[Severianae Alexan]]]/[[[drianae]] devoti] numini ac maies/[tati eorum]","Imperatori Caesari Marco Aurelio Severo Alexandro Pio Felici Augusto divi Severi Pii nepoti divi Antonini Magni filio pontifici maximo tribuniciae potestatis VIIII consuli III patri patriae et Iuliae Avitae Mameae Augustae matri Augusti nostri et castrorum senatus patriae que milites cohortis XX Palmyrenorum sagittariorum Severianae Alexandrianae devoti numini ac maiestati eorum",NA,34.747701,40.7304619,NA
"2925","EDCS-78300680","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli sacri",NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"lapis"
"2926","EDCS-78300681","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli sacri",NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"lapis"
"2927","EDCS-78300696","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",201,300,"tituli operum",NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"lapis"
"2928","EDCS-16200795","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,"Aurelius Marinus / Aurelius Istar(o)me[nes(?)] / Aurelius Tiatume[nus(?)] / Aurelius (H)eliudurus(!) / feceru(nt) a prta sagit(t)ariru(m) / XXIII al(n)das Iunias","Aurelius Marinus Aurelius Istaromenes Aurelius Tiatumenus Aurelius Heliudurus fecerunt a prta sagittarirum XXIII alndas Iunias",NA,34.747701,40.7304619,NA
"2929","EDCS-16200704","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",193,193,"tituli honorarii","tituli sacri",NA,NA,"Pro salu/te Com(modi) / Aug(usti) Pii F(elicis) / et Victo/ria{m} d(omini) n(ostri) / Imp(eratoris) pac(atoris) / orb(is) Invict(i) / Rom(ani) Her[c(ulis)] / Ael(ius) Tittia/nus dec(urio) coh(ortis) / II Ulp(iae) eq(uitatae) Com(modianae) / Genio Dura / votum solv(it) / XVI Ka(lendas) Piis(!) / F(a)l{ac}co et Claro / co(n)s(ulibus)","Pro salute Commodi Augusti Pii Felicis et Victoria domini nostri Imperatoris pacatoris orbis Invicti Romani Herculis Aelius Tittianus decurio cohortis II Ulpiae equitatae Commodianae Genio Dura votum solvit XVI Kalendas Piis Falco et Claro consulibus",NA,34.747701,40.7304619,NA
"2930","EDCS-78300677","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli possessionis",NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"tectorium"
"2931","EDCS-78300678","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli possessionis",NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"tectorium"
"2932","EDCS-16200059","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli sepulcrales",NA,NA,NA,"C(aio) Iul(io) Rufino / q(uondam) |(centurioni) leg(ionis) IIII Scyt(hicae) / Caes() Domiti/anus a[m]ico opt(imo) f(ecit)","Caio Iulio Rufino quondam centurioni legionis IIII Scythicae Caes Domitianus amico optimo fecit",NA,34.747701,40.7304619,NA
"2933","EDCS-78300679","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",228,229,"tituli sacri",NA,NA,NA,"//","","GR, PALMYR",34.747701,40.7304619,"lapis"
"2934","EDCS-78400116","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",101,200,"tituli sepulcrales",NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"lapis"
"2935","EDCS-78400113","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",160,160,"tituli operum","tituli sacri",NA,NA,NA,NA,"GR",34.747701,40.7304619,"lapis"
"2936","EDCS-78400114","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",201,300,"tituli sacri",NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"lapis"
"2937","EDCS-78400115","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli possessionis",NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"tectorium"
"2938","EDCS-16000544","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,"Marius Maximus tribb(unis) et praeff(ectis) et praepositis nn(umerorum) salutem / quid scripserim Minicio Martiali proc(uratori) Augg(ustorum) nn(ostrorum) / et notum haberetis adplicui opto bene valeatis / ex(emplum) / curae tibi sit quaesturae nn(umerorum) per quos transit Goces / legatus Parthorum missus ad {ad} dd(ominos) nn(ostros) Fortissimos Impp(eratores) / secundum morem xenia ei offerre quid autem in / quoque numero erogaveris scribe mihi / Appadana / D[ur]a / Ed[da]na / Bi[blada]","Marius Maximus tribbunis et praeffectis et praepositis nnumerorum salutem quid scripserim Minicio Martiali procuratori Auggustorum nnostrorum et notum haberetis adplicui opto bene valeatis exemplum curae tibi sit quaesturae nnumerorum per quos transit Goces legatus Parthorum missus ad ddominos nnostros Fortissimos Impperatores secundum morem xenia ei offerre quid autem in quo que numero erogaveris scribe mihi Appadana Dura Eddana Biblada",NA,34.747701,40.7304619,NA
"2939","EDCS-78500083","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",101,300,"tituli sacri",NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"lapis"
"2940","EDCS-78500084","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",101,200,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"lapis"
"2941","EDCS-78500085","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",215,217,"tituli honorarii",NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"lapis"
"2942","EDCS-78500086","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",101,300,"tituli sacri",NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"lapis"
"2943","EDCS-15900077","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli honorarii","tituli sacri",NA,NA,"Imp(eratori) Ca[es]ari divi N[er]vae f(ilio) Nervae / Traiano [Opt(imo) Au]g(usto) Ge[r(manico) D]ac(ico) pont(ifici) max(imo) trib(unicia) / po[t(estate) XX imp(eratori) XI co(n)s(uli) VI p(atri) p(atriae) le]gio III Cyr(enaica)","Imperatori Caesari divi Nervae filio Nervae Traiano Optimo Augusto Germanico Dacico pontifici maximo tribunicia potestate XX imperatori XI consuli VI patri patriae legio III Cyrenaica",NA,34.747701,40.7304619,"lapis"
"2944","EDCS-78500087","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",201,300,"tituli sacri",NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"lapis"
"2945","EDCS-78500088","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",231,231,"tituli honorarii",NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"lapis"
"2946","EDCS-78500089","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",211,217,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"lapis"
"2947","EDCS-78500090","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",101,200,"tituli sacri",NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"lapis"
"2948","EDCS-16100274","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli fabricationis",NA,NA,NA,"Leg(io) III Cyr(enaica)","Legio III Cyrenaica",NA,34.747701,40.7304619,"opus figlinae"
"2949","EDCS-15900076","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,"Rotas / opera / tenet / arepo / sator","Rotas opera tenet arepo sator",NA,34.747701,40.7304619,NA
"2950","EDCS-78700098","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli sacri",NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"lapis"
"2951","EDCS-78700099","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,"Vex(illatio) legg(ionum) III Cyr(enaicae) et IIII Scyth(icae)] Anton(inianae) [[et III Gall(icae)]]","Vexillatio leggionum III Cyrenaicae et IIII Scythicae Antoninianae et III Gallicae",NA,34.747701,40.7304619,"lapis"
"2952","EDCS-16000539","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",211,222,"tituli operum",NA,NA,NA,"Leg(io) III Cyr(enaica) Antonin[iana]","Legio III Cyrenaica Antoniniana",NA,34.747701,40.7304619,NA
"2953","EDCS-12700099","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",211,211,"tituli honorarii","tituli sacri",NA,NA,"Imp(eratori) Caesari divi Septimi Sev[eri Pii Felicis Arab(ici) Adiab(enici) Parthici] / maximi Britannici maximi [filio [[M(arco) Aurelio Antonino]]] / [[[Pio Aug(usto) Par]]t[[hico maximo Britannico maximo]] divi M(arci) Aureli] Anto/nini Pii Germanici Sarmatici nepoti [divi Antonini Pii pron]epoti / divi Hadriani abnepoti divi Trai[ani Parthici et divi N]ervae / adnepoti P(ublio) [[Septimio Getae Pio [Augusto Britan]nico]] et / [I]u[lia]e Aug(ustae) Piae Felici matri Aug[[g(ustorum)]] et [castrorum et senatus] et patriae // [milites] / [vexillationis] / An[toninianorum] / Europa[eorum] / devoti Num[ini] / maiestatique / eius","Imperatori Caesari divi Septimi Severi Pii Felicis Arabici Adiabenici Parthici maximi Britannici maximi filio Marco Aurelio Antonino Pio Augusto Parthico maximo Britannico maximo divi Marci Aureli Antonini Pii Germanici Sarmatici nepoti divi Antonini Pii pronepoti divi Hadriani abnepoti divi Traiani Parthici et divi Nervae adnepoti Publio Septimio Getae Pio Augusto Britannico et Iuliae Augustae Piae Felici matri Auggustorum et castrorum et senatus et patriae milites vexillationis Antoninianorum Europaeorum devoti Numini maiestati que eius",NA,34.747701,40.7304619,"lapis"
"2954","EDCS-16000541","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli honorarii","tituli sacri",NA,NA,"Impera[tori] / Caesari [3] / bona fortuna nobis / summo summo / senatui populoque Romano // S(enatus) p(opulus)q(ue) [R(omanus)] // Spem bonam / Iulio Domnino lib(rario) / et Aurel(io) Antiocho / et Donnio Pasia / et Septimio Sigilliano / et Aurelio Magno / adiutoribus / leg(ionis) IIII Scy(thicae) [","Imperatori Caesari bona fortuna nobis summo summo senatui populo que Romano Senatus populus que Romanus Spem bonam Iulio Domnino librario et Aurelio Antiocho et Donnio Pasia et Septimio Sigilliano et Aurelio Magno adiutoribus legionis IIII Scythicae",NA,34.747701,40.7304619,NA
"2955","EDCS-16000543","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli operum",NA,NA,NA,"Leg(io) III Gall(ica)","Legio III Gallica",NA,34.747701,40.7304619,NA
"2956","EDCS-16000072","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli sacri",NA,NA,NA,"Luna Mercu(rius) // Luna Nundine / b(ene?) h(abuit?)","Luna Mercurius Luna Nundine bene habuit",NA,34.747701,40.7304619,NA
"2957","EDCS-15900399","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,"Conticuere","Conticuere",NA,34.747701,40.7304619,NA
"2958","EDCS-15900401","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,"Aurelius Alexander miles leg(ionis) XVI F(laviae) F(irmae) / Severianae |(centuria) [","Aurelius Alexander miles legionis XVI Flaviae Firmae Severianae centuria",NA,34.747701,40.7304619,NA
"2959","EDCS-15700155","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,"] / Mili[3] / liberali[tat]e e[3] / coh(ortis?) XX Pa[l]my[renorum] sag(ittariorum)","Mili liberalitate e cohortis XX Palmyrenorum sagittariorum",NA,34.747701,40.7304619,NA
"2960","EDCS-13800176","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli sacri",NA,NA,NA,"I(ovi) O(ptimo) M(aximo) / Aur(elius) Mer() / s(olvit) v(otum) l(ibens) l(aetus) m(erito)","Iovi Optimo Maximo Aurelius Mer solvit votum libens laetus merito",NA,34.747701,40.7304619,NA
"2961","EDCS-13800207","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,"[Arma] virumq[ue cano] / [Tro]i(a)e qui prim[us ab] / [o]ris Italiam [fato]","Arma virum que cano Troiae qui primus ab oris Italiam fato",NA,34.747701,40.7304619,NA
"2962","EDCS-74700742","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",211,222,"tituli honorarii","tituli sacri",NA,NA,"] / An[toniniani(?)] / [E]ur[opai(?)] / [de]vo[ti] Nu[mini] / maiestatiq[ue] / eius","Antoniniani Europai devoti Numini maiestati que eius",NA,34.747701,40.7304619,NA
"2963","EDCS-16100376","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli honorarii",NA,NA,NA,"Sept(imium) Lusian(um?) str(ategum) Dur(ae) / et Nathim coniugem s(upra) s(cripti) / et Lusanian et Mecannaean / et Apollofanen(!) et Thirida/ten pueros eorum / ben(eficiarii) et dec(uriones) coh(ortis)","Septimium Lusianum strategum Durae et Nathim coniugem supra scripti et Lusanian et Mecannaean et Apollofanen et Thiridaten pueros eorum beneficiarii et decuriones cohortis",NA,34.747701,40.7304619,NA
"2964","EDCS-49000039","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli possessionis",NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"tectorium"
"2965","EDCS-49000040","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli possessionis",NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,"tectorium"
"2966","EDCS-49000041","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2967","EDCS-49000042","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2968","EDCS-49000043","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2969","EDCS-49000044","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2970","EDCS-49000045","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2971","EDCS-49000046","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2972","EDCS-13800208","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",211,211,"tituli sacri",NA,NA,NA,"I(ovi) O(ptimo) M(aximo) D(olicheno) s(acrum) / pro sal(ute) M(arci) / Ant(oni) Valen/tini eiusq(ue) / omnium / |(centurionis) princ(ipis) ve/xill(ationum) leg(ionum) IIII / et  F(laviae) F(irmae) Anto(ninianarum) / Agat(h)ocles / lib(ertus) eius v(otum) s(olvit) / l(ibens) a(nimo) Gent(iano) et Bas/so co(n)s(ulibus)","Iovi Optimo Maximo Dolicheno sacrum pro salute Marci Antoni Valentini eius que omnium centurionis principis vexillationum legionum IIII et Flaviae Firmae Antoninianarum Agathocles libertus eius votum solvit libens animo Gentiano et Basso consulibus",NA,34.747701,40.7304619,NA
"2973","EDCS-29100436","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli operum","tituli sacri",NA,NA,"Ael(ius) A[vitus |(centurio) le]g(ionis) praep(ositus) / hibern[is coh(ortis) XX] P[alm(yrenorum) 3]nicit signum / Iovis Dolicheni S(ancti) misit","Aelius Avitus centurio legionis praepositus hibernis cohortis XX Palmyrenorum nicit signum Iovis Dolicheni Sancti misit",NA,34.747701,40.7304619,NA
"2974","EDCS-51000019","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2975","EDCS-51000020","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"PALMYR",34.747701,40.7304619,NA
"2976","EDCS-51000021","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2977","EDCS-51000022","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2978","EDCS-15700150","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli honorarii","tituli operum","tituli sacri",NA,"Pro sal(ute) et incol(umitate) dd[[d(ominorum)]] / nn[[n(ostrorum)]] Impp[[p(eratorum)]] L(uci) Sep(timi) Severi Pii / Pert(inacis) et M(arci) Aurel(i) Antonini [[et L(uci) Sept(imi) Geta[e]]] Augg[[g(ustorum)]] tem/plum dei Solis Invicti Mithrae sub Minic(io) Martiali [p]roc(uratore) Aug(ustorum) / rest(itutum) ab Ant(onio) Valentino |(centurione) princ(ipe) pr(aeposito) ve[x(illationum) leg(ionum) III]I Scyt(hicae) et XVI Fl(aviae) F(irmae) P(iae) F(idelis)","Pro salute et incolumitate dddominorum nnnostrorum Imppperatorum Luci Septimi Severi Pii Pertinacis et Marci Aureli Antonini et Luci Septimi Getae Augggustorum templum dei Solis Invicti Mithrae sub Minicio Martiali procuratore Augustorum restitutum ab Antonio Valentino centurione principe praeposito vexillationum legionum IIII Scythicae et XVI Flaviae Firmae Piae Fidelis",NA,34.747701,40.7304619,NA
"2979","EDCS-51000023","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2980","EDCS-15700151","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,"Archelao / trib(uno) felic(iter)","Archelao tribuno feliciter",NA,34.747701,40.7304619,NA
"2981","EDCS-51000024","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2982","EDCS-51000025","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2983","EDCS-51000026","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2984","EDCS-51000027","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2985","EDCS-51000028","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2986","EDCS-15700152","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,"[N]ama / Maximus / magus","Nama Maximus magus",NA,34.747701,40.7304619,NA
"2987","EDCS-15700153","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,"Nam[a 3] / Maximus / sc(a)en[i]co / leg(ionis) IIII Sc(ythicae)","Nama Maximus scaenico legionis IIII Scythicae",NA,34.747701,40.7304619,NA
"2988","EDCS-51000029","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2989","EDCS-51000030","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2990","EDCS-51000031","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2991","EDCS-51000032","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2992","EDCS-15700154","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,"Patri / vita Ka/merio","Patri vita Kamerio",NA,34.747701,40.7304619,NA
"2993","EDCS-51000033","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2994","EDCS-51000034","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2995","EDCS-51000035","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2996","EDCS-51000036","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,NA,NA,NA,NA,NA,NA,"GR",34.747701,40.7304619,NA
"2997","EDCS-13800209","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",NA,NA,"tituli sacri",NA,NA,NA,"I(ovi) O(ptimo) M(aximo) H(eliopolitano) / C(aius) V() R() / cum con/iuge et / fil(io) v(otum) l(ibens) a(nimo) s(olvit)","Iovi Optimo Maximo Heliopolitano Caius V R cum coniuge et filio votum libens animo solvit",NA,34.747701,40.7304619,NA
"2998","EDCS-15900400","Syria","Qual|at as-Salhiyah / Qalat al-Salihiyah / Dura Europos",216,216,"tituli honorarii","tituli operum",NA,NA,"Imp(eratori) Caes(ari) [M(arco) Aurel(io) An]tonino Pio / Felici Aug(usto) Arab(ico) Adiab(enico) [Part(hico) max(imo) B]rit(annico) [max(imo) Ge]rm(anico) max(imo) pon/tifici max(imo) patri patriae et I[ulia]e A[ug(ustae) matri Aug(usti) et c]astr(orum) et sen(atus) / et patr(iae) vexill(ationes) legion[u]m IIII Sc[yt(hicae) et] III [Cy]r(enaicae) [An]tonin[ian]arum / ap(h)t(h){a}eatr[u]m a fun[damen]tis e[xtr]uxeru[nt a]/gentes sub cur(a) Aur(elio) Mam[3 instante] / Iustiano |(centurione) princ(ipe) Cattio Sabi[no II Corn(elio) Anul]lino [co(n)s(ulibus)]","Imperatori Caesari Marco Aurelio Antonino Pio Felici Augusto Arabico Adiabenico Parthico maximo Britannico maximo Germanico maximo pontifici maximo patri patriae et Iuliae Augustae matri Augusti et castrorum et senatus et patriae vexillationes legionum IIII Scythicae et III Cyrenaicae Antoninianarum aphtheatrum a fundamentis extruxerunt agentes sub cura Aurelio Mam instante Iustiano centurione principe Cattio Sabino II Cornelio Anullino consulibus",NA,34.747701,40.7304619,NA
